"sequence","prokka_descrip","max_annot_lvl","Preferred_name","Description","EC","KEGG_ko","CAZy","PFAMs","Preferred_name2","AMR_descrip","Class","Subclass","percent_ident"
"HEBPGAIP_02225","hypothetical protein","91061|Bacilli","ansB","Asparaginase","3.5.1.1","ko:K01424","-","Asparaginase",NA,NA,NA,NA,NA
"HEBPGAIP_02226","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02227","Uric acid permease PucK","91061|Bacilli","pbuX","xanthine permease","-","ko:K03458,ko:K16169","-","Xan_ur_permease",NA,NA,NA,NA,NA
"HEBPGAIP_02228","Multidrug efflux system ATP-binding protein","91061|Bacilli","natA","ABC transporter, ATP-binding protein","-","ko:K01990","-","ABC_tran,DUF4162",NA,NA,NA,NA,NA
"HEBPGAIP_02229","putative protein YhaP","91061|Bacilli","natB","ABC-2 family transporter protein","-","ko:K01992","-","ABC2_membrane_3",NA,NA,NA,NA,NA
"HEBPGAIP_02230","tRNA-Ala(cgc)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02231","hypothetical protein","91061|Bacilli","-","Putative threonine/serine exporter","-","-","-","ThrE,ThrE_2",NA,NA,NA,NA,NA
"HEBPGAIP_02232","DegV domain-containing protein","91061|Bacilli","yitS","Uncharacterised protein, DegV family COG1307","-","-","-","DegV",NA,NA,NA,NA,NA
"HEBPGAIP_02233","putative oxidoreductase/MSMEI_2347","91061|Bacilli","-","Aldo keto reductase","-","-","-","Aldo_ket_red",NA,NA,NA,NA,NA
"HEBPGAIP_02234","hypothetical protein","91061|Bacilli","-","Protein of unknown function (DUF1722)","-","-","-","DUF1722",NA,NA,NA,NA,NA
"HEBPGAIP_02235","hypothetical protein","91061|Bacilli","yqeB","Pyrimidine dimer DNA glycosylase","-","-","-","Pyr_excise",NA,NA,NA,NA,NA
"HEBPGAIP_02236","Glutamate decarboxylase","91061|Bacilli","gadB","Belongs to the group II decarboxylase family","4.1.1.15,4.1.2.27","ko:K01580,ko:K01634","-","Pyridoxal_deC",NA,NA,NA,NA,NA
"HEBPGAIP_02237","Lactate racemization regulatory protein","91061|Bacilli","rcfB","Crp-like helix-turn-helix domain","-","-","-","HTH_Crp_2",NA,NA,NA,NA,NA
"HEBPGAIP_02238","Lactate racemase","91061|Bacilli","larA","Domain of unknown function (DUF2088)","5.1.2.1","ko:K22373","-","DUF2088",NA,NA,NA,NA,NA
"HEBPGAIP_02239","Pyridinium-3","91061|Bacilli","larB","AIR carboxylase","-","ko:K06898","-","AIRC",NA,NA,NA,NA,NA
"HEBPGAIP_02240","Pyridinium-3","91061|Bacilli","larC","Involved in the biosynthesis of a nickel-pincer cofactor ((SCS)Ni(II) pincer complex). Binds Ni(2 ), and functions in nickel delivery to pyridinium-3,5-bisthiocarboxylic acid mononucleotide (P2TMN), to form the mature cofactor. Is thus probably required for the activation of nickel-pincer cofactor- dependent enzymes","4.99.1.12","ko:K09121","-","DUF111",NA,NA,NA,NA,NA
"HEBPGAIP_02241","Pyridinium-3","91061|Bacilli","larE","NAD synthase","-","ko:K06864","-","NAD_synthase",NA,NA,NA,NA,NA
"HEBPGAIP_02242","Glycerol facilitator-aquaporin gla","91061|Bacilli","glpF","Belongs to the MIP aquaporin (TC 1.A.8) family","-","ko:K02440","-","MIP",NA,NA,NA,NA,NA
"HEBPGAIP_02243","Nickel transporter NixA","91061|Bacilli","-","High-affinity nickel-transport protein","-","ko:K07241","-","NicO",NA,NA,NA,NA,NA
"HEBPGAIP_02244","hypothetical protein","91061|Bacilli","-","Acetyltransferase (GNAT) domain","-","-","-","Acetyltransf_10",NA,NA,NA,NA,NA
"HEBPGAIP_02245","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02246","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02247","Spermidine/putrescine import ATP-binding protein PotA","91061|Bacilli","potA","Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system","3.6.3.30,3.6.3.31","ko:K02010,ko:K11072","-","ABC_tran,TOBE_2",NA,NA,NA,NA,NA
"HEBPGAIP_02248","Spermidine/putrescine transport system permease protein PotB","91061|Bacilli","potB","ABC transporter permease","-","ko:K11071","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_02249","Inner membrane ABC transporter permease protein YdcV","91061|Bacilli","potC","ABC transporter permease","-","ko:K11070","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_02250","Spermidine/putrescine-binding periplasmic protein","91061|Bacilli","potD","ABC transporter","-","ko:K11069","-","SBP_bac_8",NA,NA,NA,NA,NA
"HEBPGAIP_02251","Phosphate import ATP-binding protein PstB 3","91061|Bacilli","pstB2","Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system","3.6.3.27","ko:K02036","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_02252","Phosphate transport system permease protein PstA","91061|Bacilli","pstA","Phosphate transport system permease protein PstA","-","ko:K02038","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_02253","hypothetical protein","91061|Bacilli","pstC","probably responsible for the translocation of the substrate across the membrane","-","ko:K02037","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_02254","Phosphate-binding protein PstS 1","91061|Bacilli","pstS","Phosphate","-","ko:K02040","-","PBP_like_2",NA,NA,NA,NA,NA
"HEBPGAIP_02255","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02256","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02257","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02258","3'-5' exonuclease DinG","91061|Bacilli","uvrB3","DEAD_2","3.1.12.1","ko:K07464","-","DEAD,DEAD_2,HBB,Helicase_C_2,PDDEXK_1",NA,NA,NA,NA,NA
"HEBPGAIP_02259","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02260","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02261","6-phosphogluconolactonase","91061|Bacilli","pgl","Lactonase, 7-bladed beta-propeller","3.1.1.31","ko:K07404","-","Lactonase",NA,NA,NA,NA,NA
"HEBPGAIP_02262","hypothetical protein","91061|Bacilli","yoaA","COG1670 acetyltransferases, including N-acetylases of ribosomal proteins","-","-","-","Acetyltransf_3",NA,NA,NA,NA,NA
"HEBPGAIP_02263","Aspartate-proton symporter","91061|Bacilli","ybeC","amino acid","-","-","-","AA_permease_2",NA,NA,NA,NA,NA
"HEBPGAIP_02264","hypothetical protein","91061|Bacilli","-","membrane","-","-","-","VIT1",NA,NA,NA,NA,NA
"HEBPGAIP_02265","hypothetical protein","91061|Bacilli","-","VIT family","-","-","-","VIT1",NA,NA,NA,NA,NA
"HEBPGAIP_02266","Peroxide-responsive repressor PerR","91061|Bacilli","perR","Belongs to the Fur family","-","ko:K03711,ko:K09825","-","FUR",NA,NA,NA,NA,NA
"HEBPGAIP_02267","hypothetical protein","91061|Bacilli","-","N-acetylmuramoyl-L-alanine amidase","3.2.1.96,3.5.1.28","ko:K01227,ko:K01447,ko:K13714,ko:K13731","GH73","Amidase_2,Glucosaminidase,SH3_8,SLAP",NA,NA,NA,NA,NA
"HEBPGAIP_02268","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02269","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02270","hypothetical protein","91061|Bacilli","yibF","overlaps another CDS with the same product name","-","-","-","YibE_F",NA,NA,NA,NA,NA
"HEBPGAIP_02271","hypothetical protein","91061|Bacilli","yibE","overlaps another CDS with the same product name","-","-","-","YibE_F",NA,NA,NA,NA,NA
"HEBPGAIP_02272","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02273","Putative universal stress protein","91061|Bacilli","-","Belongs to the universal stress protein A family","-","-","-","Usp",NA,NA,NA,NA,NA
"HEBPGAIP_02274","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02275","hypothetical protein","2|Bacteria","-","CAAX protease self-immunity","-","ko:K07052","-","Abi",NA,NA,NA,NA,NA
"HEBPGAIP_02276","hypothetical protein","91061|Bacilli","-","helix_turn_helix multiple antibiotic resistance protein","-","-","-","MarR",NA,NA,NA,NA,NA
"HEBPGAIP_02277","Neutral endopeptidase","91061|Bacilli","pepO","Peptidase family M13","-","ko:K07386","-","Peptidase_M13,Peptidase_M13_N",NA,NA,NA,NA,NA
"HEBPGAIP_02278","Corrinoid adenosyltransferase","91061|Bacilli","-","Cob(I)alamin adenosyltransferase","-","-","-","Cob_adeno_trans",NA,NA,NA,NA,NA
"HEBPGAIP_02279","Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase","91061|Bacilli","rtpR","ribonucleoside-triphosphate reductase activity","1.17.4.2","ko:K00527","-","Ribonuc_red_lgC",NA,NA,NA,NA,NA
"HEBPGAIP_02280","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02281","HTH-type transcriptional repressor MelR","91061|Bacilli","galR","Transcriptional regulator","-","ko:K02529","-","LacI,Peripla_BP_3",NA,NA,NA,NA,NA
"HEBPGAIP_02282","Galactose-1-phosphate uridylyltransferase","91061|Bacilli","galT","UDP-glucose--hexose-1-phosphate uridylyltransferase","2.7.7.12","ko:K00965","-","GalP_UDP_tr_C,GalP_UDP_transf",NA,NA,NA,NA,NA
"HEBPGAIP_02283","UDP-glucose 4-epimerase","91061|Bacilli","galE","Belongs to the NAD(P)-dependent epimerase dehydratase family","5.1.3.2","ko:K01784","-","Epimerase,GDP_Man_Dehyd",NA,NA,NA,NA,NA
"HEBPGAIP_02284","Galactokinase","91061|Bacilli","galK","Catalyzes the transfer of the gamma-phosphate of ATP to D-galactose to form alpha-D-galactose-1-phosphate (Gal-1-P)","2.7.1.6","ko:K00849","-","GHMP_kinases_C,GHMP_kinases_N,GalKase_gal_bdg",NA,NA,NA,NA,NA
"HEBPGAIP_02285","Lactose permease","91061|Bacilli","lacP","Transporter","-","ko:K11104,ko:K16209","-","MFS_2",NA,NA,NA,NA,NA
"HEBPGAIP_02286","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02287","Phosphoglucomutase","91061|Bacilli","pgm","Phosphoglucomutase phosphomannomutase, alpha beta alpha domain","5.4.2.2","ko:K01835","-","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV",NA,NA,NA,NA,NA
"HEBPGAIP_02288","Maltose epimerase","91061|Bacilli","galM1","Catalyzes the interconversion of alpha and beta anomers of maltose","5.1.3.3","ko:K01785","-","Aldose_epim",NA,NA,NA,NA,NA
"HEBPGAIP_02289","Acyl-CoA dehydrogenase","91061|Bacilli","-","Acyl-CoA dehydrogenase, C-terminal domain","1.3.8.1,1.3.8.7","ko:K00248,ko:K00249,ko:K18244","-","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N",NA,NA,NA,NA,NA
"HEBPGAIP_02290","Caffeyl-CoA reductase-Etf complex subunit CarD","91061|Bacilli","fixA","Electron transfer flavoprotein domain","-","ko:K03521","-","ETF",NA,NA,NA,NA,NA
"HEBPGAIP_02291","Caffeyl-CoA reductase-Etf complex subunit CarE","91061|Bacilli","etfA","Electron transfer flavoprotein FAD-binding domain","1.3.1.108","ko:K03522,ko:K22432","-","ETF,ETF_alpha",NA,NA,NA,NA,NA
"HEBPGAIP_02292","L-threonine 3-dehydrogenase","91061|Bacilli","-","nadph quinone reductase","1.1.1.1","ko:K00001","-","ADH_N,ADH_zinc_N,ADH_zinc_N_2",NA,NA,NA,NA,NA
"HEBPGAIP_02293","hypothetical protein","91061|Bacilli","-","Transcriptional","-","-","-","HTH_5",NA,NA,NA,NA,NA
"HEBPGAIP_02294","Protein/nucleic acid deglycase HchA","91061|Bacilli","-","DJ-1/PfpI family","-","-","-","DJ-1_PfpI",NA,NA,NA,NA,NA
"HEBPGAIP_02295","hypothetical protein","91061|Bacilli","-","Psort location Cytoplasmic, score","-","-","-","PEPCK_ATP",NA,NA,NA,NA,NA
"HEBPGAIP_02296","HTH-type transcriptional regulator HdfR","91061|Bacilli","-","Transcriptional regulator, LysR family","-","-","-","HTH_1,LysR_substrate",NA,NA,NA,NA,NA
"HEBPGAIP_02297","putative MFS-type transporter YhjX","91061|Bacilli","-","Major Facilitator Superfamily","-","ko:K08177","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_02298","Shikimate dehydrogenase (NADP(+))","91061|Bacilli","aroE","Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)","1.1.1.25","ko:K00014","-","Shikimate_dh_N",NA,NA,NA,NA,NA
"HEBPGAIP_02299","Dihydroanticapsin 7-dehydrogenase","91061|Bacilli","-","Enoyl-(Acyl carrier protein) reductase","1.1.1.100","ko:K00059","-","adh_short,adh_short_C2",NA,NA,NA,NA,NA
"HEBPGAIP_02300","hypothetical protein","91061|Bacilli","-","ASCH","-","-","-","ASCH",NA,NA,NA,NA,NA
"HEBPGAIP_02301","Riboflavin transporter RibZ","91061|Bacilli","-","Major Facilitator","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_02302","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02303","Methionine aminopeptidase 1","91061|Bacilli","map","Methionine Aminopeptidase","3.4.11.18","ko:K01265","-","Peptidase_M24",NA,NA,NA,NA,NA
"HEBPGAIP_02304","Demethylmenaquinone methyltransferase","91061|Bacilli","menG","Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2)","2.1.1.163,2.1.1.201","ko:K03183","-","Ubie_methyltran",NA,NA,NA,NA,NA
"HEBPGAIP_02305","hypothetical protein","91061|Bacilli","-","Helix-turn-helix","-","ko:K20480","-","HTH_3,TPR_12,TPR_2",NA,NA,NA,NA,NA
"HEBPGAIP_02306","Putative 3-methyladenine DNA glycosylase","91061|Bacilli","yxlJ","Belongs to the DNA glycosylase MPG family","3.2.2.21","ko:K03652","-","Pur_DNA_glyco",NA,NA,NA,NA,NA
"HEBPGAIP_02307","hypothetical protein","91061|Bacilli","yeaO","Protein of unknown function, DUF488","-","-","-","DUF488",NA,NA,NA,NA,NA
"HEBPGAIP_02308","Beta-phosphoglucomutase","91061|Bacilli","-","HAD-hyrolase-like","-","-","-","HAD_2",NA,NA,NA,NA,NA
"HEBPGAIP_02309","hypothetical protein","91061|Bacilli","-","Universal stress protein family","-","-","-","Usp",NA,NA,NA,NA,NA
"HEBPGAIP_02310","Glycine betaine transporter BetL","91061|Bacilli","-","Belongs to the BCCT transporter (TC 2.A.15) family","-","ko:K03451","-","BCCT",NA,NA,NA,NA,NA
"HEBPGAIP_02311","Maltose O-acetyltransferase","91061|Bacilli","maa","Maltose O-acetyltransferase","2.3.1.79","ko:K00661","-","CM_2,Hexapep,Hexapep_2,Mac",NA,NA,NA,NA,NA
"HEBPGAIP_02312","hypothetical protein","91061|Bacilli","-","3-demethylubiquinone-9 3-methyltransferase","-","ko:K04750","-","3-dmu-9_3-mt",NA,NA,NA,NA,NA
"HEBPGAIP_02313","Ribonuclease H","91061|Bacilli","rnhA","Endonuclease that specifically degrades the RNA of RNA- DNA hybrids","3.1.26.4","ko:K03469","-","Cauli_VI,RNase_H",NA,NA,NA,NA,NA
"HEBPGAIP_02314","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02315","Cytosine deaminase","91061|Bacilli","codA","cytosine deaminase","3.5.4.1","ko:K01485","-","Amidohydro_3",NA,NA,NA,NA,NA
"HEBPGAIP_02316","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02317","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","91061|Bacilli","thiD","Phosphomethylpyrimidine kinase","2.7.1.49,2.7.4.7","ko:K00941","-","Phos_pyr_kin",NA,NA,NA,NA,NA
"HEBPGAIP_02318","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02319","Glutathione-regulated potassium-efflux system ancillary protein KefG","91061|Bacilli","yrkL","Flavodoxin-like fold","-","-","-","Flavodoxin_2",NA,NA,NA,NA,NA
"HEBPGAIP_02320","tRNA-Arg(tct)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02321","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02322","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02323","hypothetical protein","91061|Bacilli","-","Cytochrome B5","-","-","-","Cyt-b5",NA,NA,NA,NA,NA
"HEBPGAIP_02324","S-layer protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02325","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02326","Cold shock protein CspC","91061|Bacilli","cspC","Cold shock protein","-","ko:K03704","-","CSD",NA,NA,NA,NA,NA
"HEBPGAIP_02327","Putative hydrolase MhqD","91061|Bacilli","mhqD","Dienelactone hydrolase family","-","ko:K06999","-","Abhydrolase_2,DLH",NA,NA,NA,NA,NA
"HEBPGAIP_02328","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02329","Adenine DNA glycosylase","91061|Bacilli","mutY","A G-specific adenine glycosylase","-","ko:K03575","-","EndIII_4Fe-2S,HhH-GPD,NUDIX_4",NA,NA,NA,NA,NA
"HEBPGAIP_02330","Dipeptide-binding protein DppE","91061|Bacilli","oppA","Bacterial extracellular solute-binding proteins, family 5 Middle","-","ko:K02035,ko:K15580","-","SBP_bac_5",NA,NA,NA,NA,NA
"HEBPGAIP_02331","hypothetical protein","91061|Bacilli","-","domain, Protein","-","-","-","Gram_pos_anchor",NA,NA,NA,NA,NA
"HEBPGAIP_02332","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02333","Lipoate--protein ligase","91061|Bacilli","-","Lipoate-protein ligase","6.3.1.20","ko:K03800","-","BPL_LplA_LipB,Lip_prot_lig_C",NA,NA,NA,NA,NA
"HEBPGAIP_02334","Glycine cleavage system H protein","91061|Bacilli","-","glycine cleavage","-","ko:K02437","-","GCV_H",NA,NA,NA,NA,NA
"HEBPGAIP_02335","Aldo-keto reductase IolS","91061|Bacilli","tas","Aldo/keto reductase family","-","-","-","Aldo_ket_red",NA,NA,NA,NA,NA
"HEBPGAIP_02336","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02337","putative inner membrane transporter YicL","91061|Bacilli","-","EamA-like transporter family","-","-","-","EamA",NA,NA,NA,NA,NA
"HEBPGAIP_02338","Methionine import system permease protein MetP","91061|Bacilli","metI","ABC transporter permease","-","ko:K02072","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_02339","Methionine import ATP-binding protein MetN","91061|Bacilli","metN","Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system","-","ko:K02071","-","ABC_tran,NIL",NA,NA,NA,NA,NA
"HEBPGAIP_02340","D-methionine-binding lipoprotein MetQ","91061|Bacilli","-","Belongs to the nlpA lipoprotein family","-","ko:K02073","-","Lipoprotein_9",NA,NA,NA,NA,NA
"HEBPGAIP_02341","DNA-3-methyladenine glycosylase 1","91061|Bacilli","tag2","glycosylase","3.2.2.20","ko:K01246","-","Adenine_glyco",NA,NA,NA,NA,NA
"HEBPGAIP_02342","Oligopeptide-binding protein OppA","91061|Bacilli","oppA","ABC transporter, substratebinding protein","-","ko:K02035,ko:K15580","-","SBP_bac_5",NA,NA,NA,NA,NA
"HEBPGAIP_02343","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02344","Thermostable beta-glucosidase B","91061|Bacilli","-","hydrolase, family 3","3.2.1.21,3.2.1.52","ko:K01207,ko:K05349","GH3","Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C",NA,NA,NA,NA,NA
"HEBPGAIP_02345","putative protein YxeI","91061|Bacilli","pva2","Linear amide C-N hydrolases, choloylglycine hydrolase family","3.5.1.24","ko:K01442","-","CBAH",NA,NA,NA,NA,NA
"HEBPGAIP_02346","Nuclease SbcCD subunit C","91061|Bacilli","sbcC","Putative exonuclease SbcCD, C subunit","-","ko:K03546","-","AAA_23,AAA_29,SbcCD_C",NA,NA,NA,NA,NA
"HEBPGAIP_02347","Nuclease SbcCD subunit D","91061|Bacilli","sbcD","SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'- 5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity","-","ko:K03547","-","Metallophos,SbcD_C",NA,NA,NA,NA,NA
"HEBPGAIP_02348","DNA-3-methyladenine glycosylase 1","91061|Bacilli","tag","glycosylase","3.2.2.20","ko:K01246","-","Adenine_glyco",NA,NA,NA,NA,NA
"HEBPGAIP_02349","hypothetical protein","91061|Bacilli","-","Zinc-dependent metalloprotease","-","-","-","Peptidase_M10",NA,NA,NA,NA,NA
"HEBPGAIP_02350","hypothetical protein","91061|Bacilli","-","hydrolase, family 25","3.5.1.28","ko:K01447","-","Amidase02_C,Glyco_hydro_25",NA,NA,NA,NA,NA
"HEBPGAIP_02351","Endoglucanase","91061|Bacilli","-","Glycosyl hydrolases family 8","-","-","-","Glyco_hydro_8",NA,NA,NA,NA,NA
"HEBPGAIP_02352","hypothetical protein","91061|Bacilli","yphJ","decarboxylase","4.1.1.44","ko:K01607","-","CMD",NA,NA,NA,NA,NA
"HEBPGAIP_02353","hypothetical protein","91061|Bacilli","yphH","Cupin domain","-","-","-","Cupin_2",NA,NA,NA,NA,NA
"HEBPGAIP_02354","hypothetical protein","91061|Bacilli","-","helix_turn_helix, mercury resistance","-","-","-","MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_02355","hypothetical protein","91061|Bacilli","yobS","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N,WHG",NA,NA,NA,NA,NA
"HEBPGAIP_02356","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_02357","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_02358","2","91061|Bacilli","dkgB","reductase","-","-","-","Aldo_ket_red",NA,NA,NA,NA,NA
"HEBPGAIP_02359","Purine efflux pump PbuE","91061|Bacilli","-","Major Facilitator","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_02360","Purine efflux pump PbuE","91061|Bacilli","-","Major Facilitator","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_02361","NADH oxidase","91061|Bacilli","namA","Oxidoreductase","-","-","-","Oxidored_FMN",NA,NA,NA,NA,NA
